id,name,second_name,pre_surname,surname,main_job,fullname,Aid,orcid
46C3324B47B2F1C79B11A649C188A1518EA55513,Rafał,,,Abramciów,Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,Rafał Abramciów,Rafał_Abramciów_5jO,
47FAF8BB8E12379A2AF1265537D6FF4B13B4621C,Cengiz,,,Acartürk,Uniwersytet_Jagielloński_w_Krakowie,Cengiz Acartürk,Cengiz_Acartürk_6XM,0000-0002-5443-6868
4BAD065A21F92A2E6F7B0CC74844E1D683F19B24,Dorota,,,Ackermann-Szulgit,Wyższa_Szkoła_Bankowa_w_Toruniu,Dorota Ackermann-Szulgit,Dorota_Ackermann-Szulgit_wTX,
940053C62CBDC1827CF1DBC2C2E5C50CFD40BBB6,Katarzyna,,,Adamczyk,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Katarzyna Adamczyk,Katarzyna_Adamczyk_onr,0000-0002-7612-8380
B0524280539A9C162C9C8FE5369C533867D7300D,Dominik,Kamil,,Adamek,Uniwersytet_Śląski_w_Katowicach,Dominik Kamil Adamek,Dominik_Kamil_Adamek_fHO,0000-0002-0210-1353
8B62859C0838608DA604EB995919B8CF99B33060,Krystyna,Elżbieta,,Adamska,Uniwersytet_Gdański,Krystyna Elżbieta Adamska,Krystyna_Elżbieta_Adamska_LOc,0000-0002-3605-3919
0D9F7920CF88EAF624D85387920710FC62CE6D93,Rafał,Waldemar,,Albiński,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Rafał Waldemar Albiński,Rafał_Waldemar_Albiński_yNd,
9E2EA72416A352584E3CBC2337871E2ABD2093D7,Rafał,,,Aleksandrowicz,Akademia_Ignatianum_w_Krakowie,Rafał Aleksandrowicz,Rafał_Aleksandrowicz_6yd,0000-0003-4895-5415
7D8C3CF6A732B5FAEDB8CE82052B51CD0B5D371C,Adam,,,Anczyk,Akademia_Ignatianum_w_Krakowie,Adam Anczyk,Adam_Anczyk_5pj,0000-0001-6906-3104
A290DAF2FE6B6FF661D4630DF78792F09B29236D,Beata,,,Andrzejewska,Wyższa_Szkoła_Bankowa_w_Toruniu,Beata Andrzejewska,Beata_Andrzejewska_Sgb,
67AFA7CB44F90F7EA2A7004E40FD19DE57BA6D05,Paulina,,,Anikiej - Wiczenbach,Uniwersytet_Gdański,Paulina Anikiej - Wiczenbach,Paulina_Anikiej_-_Wiczenbach_nHG,0000-0002-7090-211X
F89B30B383A1F997CC3333422703FFB214E01ACC,Anna,,,Anzulewicz,Uniwersytet_Warszawski,Anna Anzulewicz,Anna_Anzulewicz_N7A,0000-0002-3065-2136
54A41DC4E7774426E49D3ABE4BE343535918ABC4,Karolina,Magdalena,,Appelt,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Karolina Magdalena Appelt,Karolina_Magdalena_Appelt_tnu,0000-0003-3106-8959
5E75130277C80DCE323DFAFE36A023A2475E8FDC,Aleksandra,Izabela,,Arciszewska-Leszczuk,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Aleksandra Izabela Arciszewska-Leszczuk,Aleksandra_Izabela_Arciszewska-Leszczuk_Cpn,0000-0002-1762-3963
D462E0EC997BD4763A22C7D4EC732A2DF4D2CD0D,Małgorzata,,,Artymiak,Wyższa_Szkoła_Ekonomii_i_Innowacji_w_Lublinie,Małgorzata Artymiak,Małgorzata_Artymiak_ymD,
BE64B72F014D866E158D8D336642CB4AC3381F05,Dariusz,,,Asanowicz,Uniwersytet_Jagielloński_w_Krakowie,Dariusz Asanowicz,Dariusz_Asanowicz_Md0,0000-0001-7475-2086
678960039107F3059532BAB540BB3F8D0C624E17,Karina,,,Atłas,Uniwersytet_Śląski_w_Katowicach,Karina Atłas,Karina_Atłas_bMX,0000-0002-4363-3583
EB225007899E58F4A7CF38F2D3190D91C12BBBB2,Paweł,Andrzej,,Atroszko,Uniwersytet_Gdański,Paweł Andrzej Atroszko,Paweł_Andrzej_Atroszko_WzC,0000-0001-5707-3882
F99CF34307B2DA1303A952B6A7EE281ABFF08ACC,Katarzyna,,,Awruk,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Katarzyna Awruk,Katarzyna_Awruk_0B3,0000-0003-3068-6309
09FFD3A7A6B1D44F6B6EC2F13766D8955721A247,Elżbieta,Anita,,Bajcar,Uniwersytet_Jagielloński_w_Krakowie,Elżbieta Anita Bajcar,Elżbieta_Anita_Bajcar_l0u,
983B35DFEC7E712AFCDE772AF431E70764CF110A,Łukasz,,,Baka,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Łukasz Baka,Łukasz_Baka_e6P,0000-0003-1173-9874
7A264F8D5DC4CF46EE2F4D933EE2ED109E80A667,Lucyna,,,Bakiera,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Lucyna Bakiera,Lucyna_Bakiera_6DA,0000-0003-4559-0430
8110BFCDD88264150FAC86CFAC12CA15EB17FFA6,Aleksandra,,,Bala,Uniwersytet_Warszawski,Aleksandra Bala,Aleksandra_Bala_FEd,0000-0001-6239-7232
693782C96A6536786A223196E9CDA453758CE288,Julia,,,Balcerowska,Uniwersytet_Gdański,Julia Balcerowska,Julia_Balcerowska_Cz4,0000-0001-9952-1110
ED01C8821E3B3504C89364A5D35E8011CDDF978A,Bibianna,Beata,,Bałaj,Uniwersytet_Mikołaja_Kopernika_w_Toruniu,Bibianna Beata Bałaj,Bibianna_Beata_Bałaj_D4S,0000-0001-5066-7493
8D2B3CFC95887959908DBBD607646FDE7053BAFE,Natalia,Elżbieta,,Banasik-Jemielniak,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Natalia Elżbieta Banasik-Jemielniak,Natalia_Elżbieta_Banasik-Jemielniak_TGu,0000-0003-4568-3231
C177A07236D4BEA7D7AC3342A405AB72C10FC5CD,Paulina,,,Banaszkiewicz,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Paulina Banaszkiewicz,Paulina_Banaszkiewicz_t7M,0000-0002-0237-3121
E112CE4293CCCE7AF40BC41BB8E9A018F513B23D,Róża,Alicja,,Banaśkiewicz-Bazińska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Róża Alicja Banaśkiewicz-Bazińska,Róża_Alicja_Banaśkiewicz-Bazińska_Npk,0000-0001-8354-5521
A971748D32D84F3087318AC77004A1F77777EE78,Konrad,,,Banicki,Uniwersytet_Jagielloński_w_Krakowie,Konrad Banicki,Konrad_Banicki_ijf,
919406ACDA59DA81C44E0A9F7E41BB5ACF5C4E1F,Anna,Aleksandra,,Banik,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Anna Aleksandra Banik,Anna_Aleksandra_Banik_HYt,0000-0002-8674-9981
39E7309F9C4C7539A6266EB2337FD6447461BA49,Anna,Magdalena,,Bańbura-Nowak,Uniwersytet_Jagielloński_w_Krakowie,Anna Magdalena Bańbura-Nowak,Anna_Magdalena_Bańbura-Nowak_HBX,0000-0002-8435-7845
0FBF61775D6C815B61A7DD5B215844B4A1F6C729,Lidia,Natalia,,Baran,Uniwersytet_Śląski_w_Katowicach,Lidia Natalia Baran,Lidia_Natalia_Baran_rLf,0000-0002-3118-1997 
B94E816358B12190BA934B15248AD2D533C68E95,Tomasz,Jerzy,,Baran,Uniwersytet_Warszawski,Tomasz Jerzy Baran,Tomasz_Jerzy_Baran_N3T,0000-0003-2922-7551
FDA803B68FCCAD8567A53F4BF530FEF030231A57,Maria,Romualda,,Baran,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Maria Romualda Baran,Maria_Romualda_Baran_9CR,
B3E07AD7BE4D1DAE07D489A3CB610FDF00583793,Katarzyna,,,Barani,Uniwersytet_Jagielloński_w_Krakowie,Katarzyna Barani,Katarzyna_Barani_lH5,0000-0003-1756-8674
D0DA27683337AAC4F0CEE945C05F5778106925AC,Urszula,,,Barańczuk,Uniwersytet_Warszawski,Urszula Barańczuk,Urszula_Barańczuk_zCa,
4328F4F9D6D8C8A84756AE9B62838DA9FFD4453F,Kamilla,,,Bargiel-Matusiewicz,Uniwersytet_Warszawski,Kamilla Bargiel-Matusiewicz,Kamilla_Bargiel-Matusiewicz_a4n,0000-0002-9467-2267
92CD6BE968BFC106F09715083DB917333E0FA2AF,Lea,,,Barillier,Instytut_Psychologii_Polskiej_Akademii_Nauk,Lea Barillier,Lea_Barillier_6dl,
AAA57381165EB3AC068512E960A6E432A2D7B0E8,Julia,Izabela,,Barlińska,Uniwersytet_Warszawski,Julia Izabela Barlińska,Julia_Izabela_Barlińska_pCr,0000-0001-6014-9390
64FF1E62AE031EBBBE8359F389161033B3E0ED25,Rafał,Piotr,,Bartczuk,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Rafał Piotr Bartczuk,Rafał_Piotr_Bartczuk_tTR,0000-0002-0433-7327
787915F650CE640F40F9FBA615961A2D29FFAB11,Magdalena,Marta,,Bartoszak,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Magdalena Marta Bartoszak,Magdalena_Marta_Bartoszak_Ueo,
B8C29D429B74F76958BE22CCDA352EB0536376C8,Dominika,,,Bartoszak,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Dominika Bartoszak,Dominika_Bartoszak_fHn,
0CADAB2A907EF3BF1B52FBA43EDC5367F992726C,Wiesław,Jerzy,,Baryła,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Wiesław Jerzy Baryła,Wiesław_Jerzy_Baryła_Ax2,0000-0001-9929-1992
D8E9C72E843CB07D32ABD30D36CDD5026800C32A,Monika,,,Baryła-Matejczuk,Wyższa_Szkoła_Ekonomii_i_Innowacji_w_Lublinie,Monika Baryła-Matejczuk,Monika_Baryła-Matejczuk_mwK,0000-0003-2321-9999
C6E0C582DA10C8613F854CBD65F2E36D3D6D75EA,Krystian,,,Barzykowski,Uniwersytet_Jagielloński_w_Krakowie,Krystian Barzykowski,Krystian_Barzykowski_jzJ,0000-0003-4016-3966
2CB52F9D44283586B5394ABF1BC92922AB3A9C3E,Małgorzata,,,Basińska,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Małgorzata Basińska,Małgorzata_Basińska_8d9,0000-0002-6763-8012
FC5428D488EF5C576AAA2F942BF179E5F6AD295D,Tanaya,,,Batabyal,Uniwersytet_Warszawski,Tanaya Batabyal,Tanaya_Batabyal_iJf,
A31B47EB23D8B560012287FDF4ED48AEF8960D35,Anna,Maria,,Batory-Ginda,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Anna Maria Batory-Ginda,Anna_Maria_Batory-Ginda_Y3p,0000-0002-5308-3538
706C8239D2B3EBAEA507727C8043F76D726081DF,Maria,,,Bazan,Krakowska_Akademia_Andrzeja_Frycza_Modrzewskiego_w_Krakowie,Maria Bazan,Maria_Bazan_zMY,
5B5EA217898CAB8A8322754D692C62CF2A1498CA,Przemysław,,,Bąbel,Uniwersytet_Jagielloński_w_Krakowie,Przemysław Bąbel,Przemysław_Bąbel_Ytb,
47058B142C1623367BD72AE38BF3EC37FA088B23,Olga,,,Bąk,Uniwersytet_Wrocławski,Olga Bąk,Olga_Bąk_ALW,0000-0002-8347-031X
6E43EF2A8CD62D285EC8877310CC3BEAACF98629,Wacław,Jan,,Bąk,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Wacław Jan Bąk,Wacław_Jan_Bąk_Aec,0000-0001-8629-6292
75EE725049440C8607834B781093F40EAA8E8319,Dorota,Balbina,,Bednarek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Dorota Balbina Bednarek,Dorota_Balbina_Bednarek_9Si,0000-0003-4777-2588
F66A5E82ECFB31954D4357CE9DDBBC25AC69DF1D,Hanna,Krystyna,,Bednarek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Hanna Krystyna Bednarek,Hanna_Krystyna_Bednarek_Y27,
95239F666D05A5EC9033C13F7BB6208C8AD97A36,Sylwia,,,Bedyńska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Sylwia Bedyńska,Sylwia_Bedyńska_rpO,0000-0001-8255-1946
BD76A6F2F7BFA18077B9CB3360BF9F431D6AF4C7,Maciej,,,Behnke,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Maciej Behnke,Maciej_Behnke_8al,0000-0002-2455-4556
B44294524DDE32982087A7B664C0C9376BBFFF2F,Maria,,,Beisert,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Maria Beisert,Maria_Beisert_MRA,
CEF046151C77D739632B8917EB8B95F7F846DEB7,Olena,,,Belyavska,Uniwersytet_Warszawski,Olena Belyavska,Olena_Belyavska_HTl,
64F37B7E6E770D15C870D34B96000817F9FC2002,Anna,,,Beres,Uniwersytet_Jagielloński_w_Krakowie,Anna Beres,Anna_Beres_mpH,0000-0002-4452-1794
84AC75364BC1059952EB5F3437A1D6E540427FA8,Ryszarda,Ewa,,Bernacka,Uniwersytet_Jana_Kochanowskiego_w_Kielcach,Ryszarda Ewa Bernacka,Ryszarda_Ewa_Bernacka_OpZ,0000-0002-5919-3076
E84ED1183ADA550B85B090B7D311604D2991460C,Tomasz,,,Besta,Uniwersytet_Gdański,Tomasz Besta,Tomasz_Besta_6Ky,0000-0001-6209-3677
657F05AABBA61E40A3E08781DC2D398AB0F364F1,Barbara,Jolanta,,Bętkowska-Korpała,Uniwersytet_Jagielloński_w_Krakowie,Barbara Jolanta Bętkowska-Korpała,Barbara_Jolanta_Bętkowska-Korpała_UE2,0000-0001-7893-8726
5BBE2481F77E8E4FDE00E2D01963FAA44FB67974,Wojciech,Zygmunt,,Białaszek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Wojciech Zygmunt Białaszek,Wojciech_Zygmunt_Białaszek_Il6,0000-0002-4672-4376
F89B197CE4BB664E3308A8C9DD9F6FF30446289F,Marta,,,Białecka,Uniwersytet_Mikołaja_Kopernika_w_Toruniu,Marta Białecka,Marta_Białecka_nZo,
D466490EC0EA2105CB6AE17E3F4A6F5CD86A5ACA,Michał,Przemysław,,Białek,Uniwersytet_Wrocławski,Michał Przemysław Białek,Michał_Przemysław_Białek_6fa,
DFABD70C707240F3697E4404D48DEAC655E8AFC0,Arkadiusz,Piotr,,Białek,Uniwersytet_Jagielloński_w_Krakowie,Arkadiusz Piotr Białek,Arkadiusz_Piotr_Białek_Pgy,0000-0002-9002-4764
53E9089C54A6246C0B8BEAC14476D8E3EA12737E,Olga,Aleksandra,,Białobrzeska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Olga Aleksandra Białobrzeska,Olga_Aleksandra_Białobrzeska_8NB,0000-0002-0387-3187
EBDCFAFF55FE420D7FFA62D3516E3388DB56DF94,Anita,,,Białuńska,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Anita Białuńska,Anita_Białuńska_igR,
505E256AE9F5C21DF67B5CC0AF1F5F02FF3A78F1,Mariola,Elżbieta,,Bidzan,Uniwersytet_Gdański,Mariola Elżbieta Bidzan,Mariola_Elżbieta_Bidzan_Kgj,0000-0003-0224-1994
052EAC325847AAB2B42B4EA834232DA0D0E44379,Katarzyna,,,Biegańska,Uniwersytet_Łódzki,Katarzyna Biegańska,Katarzyna_Biegańska_Rfx,
C934DE650278DF97AE2B0D7F1E25871496FCA8D0,Jacek,,,Bielas,Akademia_Ignatianum_w_Krakowie,Jacek Bielas,Jacek_Bielas_oSI,0000-0001-9771-4162
CF19093FE2A62DC2808E310DA97B7DF8E4838E39,Eleonora,Maria,,Bielawska-Batorowicz,Uniwersytet_Łódzki,Eleonora Maria Bielawska-Batorowicz,Eleonora_Maria_Bielawska-Batorowicz_p3X,0000-0002-3177-6026
B82DE0745BCB3DA5C67B2C1F8A373903BD62E910,Maksymilian,Adam,,Bielecki,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Maksymilian Adam Bielecki,Maksymilian_Adam_Bielecki_OTz,0000-0002-2881-4976
16D6763AA9597C38B75F2165ADA68B5B0ECECBCC,Łucja,,,Bieleninik,Uniwersytet_Gdański,Łucja Bieleninik,Łucja_Bieleninik_9xi,0000-0001-9685-2934
2F3A9454F50B9B29FF9D66F88247AF091500939B,Agnieszka,,,Bieńkowska,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Agnieszka Bieńkowska,Agnieszka_Bieńkowska_mXf,
B332093A80172A1AA7AFBCD3FAFEA979DDD39E48,Michał,Kamil,,Bilewicz,Uniwersytet_Warszawski,Michał Kamil Bilewicz,Michał_Kamil_Bilewicz_ksP,0000-0001-5027-1691
7CCE94B17F8535D0C9344B1ACF4B8E6E00C745AB,Marek,Henryk,,Binder,Uniwersytet_Jagielloński_w_Krakowie,Marek Henryk Binder,Marek_Henryk_Binder_IR0,0000-0002-2066-6198
BD7C0EFA0C6C6D70A9ED9A184A081903629B31D6,Agata,,,Blaut,Uniwersytet_Jagielloński_w_Krakowie,Agata Blaut,Agata_Blaut_5pb,0000-0002-4486-9192
21C56361D4D98B97EAA921DD843C75D275CF5CBF,Mateusz,,,Blukacz,Uniwersytet_Śląski_w_Katowicach,Mateusz Blukacz,Mateusz_Blukacz_1tf,0000-0002-4689-5650
467AAFA4D8298E1A46F1C86092EE03FF0C4E96D4,Agata,Patrycja,,Błachnio,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Agata Patrycja Błachnio,Agata_Patrycja_Błachnio_O6r,0000-0002-2384-2396
BF39D3C773612FE3C1692272378620B0D8A02239,Aleksandra,,,Błachnio,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Aleksandra Błachnio,Aleksandra_Błachnio_HDg,0000-0003-0756-7416
B97F68717E91EB6582439FBD61A37E8C50677D61,Anna,,,Błaszczak,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Anna Błaszczak,Anna_Błaszczak_1us,0000-0003-0597-5117
C9469D57C5FC8C50DDE92ACED4212E67B0A0307F,Wojciech,,,Błaszczak,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Wojciech Błaszczak,Wojciech_Błaszczak_Ua3,
2897A921F9422CA0D253D95F6F12A041940204D8,Bogusława,Agnieszka,,Błoch,Uniwersytet_Wrocławski,Bogusława Agnieszka Błoch,Bogusława_Agnieszka_Błoch_Oba,
A2C8CAF3548977F8354682FED0320CCA929E1141,Katarzyna,Anna,,Błońska,Uniwersytet_Opolski,Katarzyna Anna Błońska,Katarzyna_Anna_Błońska_Pkl,0000-0001-7210-777X
47D9DA64DCE86B2310C3700896946148A25A86D4,ADRIANNA,WERONIKA,,BOBER,Uniwersytet_Szczeciński,ADRIANNA WERONIKA BOBER,ADRIANNA_WERONIKA_BOBER_Jew,0000-0003-2242-2311
6B5D5186E222590E5302849F8DB742AD52E02572,Bogusława,,,Bober-Płonka,Uniwersytet_Jagielloński_w_Krakowie,Bogusława Bober-Płonka,Bogusława_Bober-Płonka_8oO,
A3CF28068CF0EB8B73D3E24D87FEFA6B7CFDD4E2,Monika,Joanna,,Boberska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Monika Joanna Boberska,Monika_Joanna_Boberska_Lml,0000-0002-3685-3721
24CCEFD05C71332E08D6F61CF3E57DE4E0414848,Konrad,Maksymilian,,Bocian,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Konrad Maksymilian Bocian,Konrad_Maksymilian_Bocian_TjI,0000-0002-8652-0167
B4D0EA8266A8E9E82AE0F9EE09F4466FF0867457,Jarosław,,,Bogaczewicz,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Jarosław Bogaczewicz,Jarosław_Bogaczewicz_Lrn,0000-0002-6728-8198
7F129D528E21AC7B98DB59861CE2584FA866222A,Agnieszka,Maria,,Bojanowska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Agnieszka Maria Bojanowska,Agnieszka_Maria_Bojanowska_mX4,
9B347A640621D4B43968CA466B88EBAADACF8BEA,Anna,Teresa,,Bokszczanin,Uniwersytet_Opolski,Anna Teresa Bokszczanin,Anna_Teresa_Bokszczanin_nsK,0000-0002-0499-8133
5F64E5826EA24C0C8BE3B0730FC3580765D8243D,Barbara,Janina,,Bokus,Uniwersytet_Warszawski,Barbara Janina Bokus,Barbara_Janina_Bokus_1um,0000-0002-3048-0055
6C1A4E98DB00550BE7964224AE7093828906D06F,Łukasz,,,Bola,Instytut_Psychologii_Polskiej_Akademii_Nauk,Łukasz Bola,Łukasz_Bola_Uhy,0000-0003-3774-8664
DB5F4DA25399842F44A029F9DE8082D07371FE67,Magdalena,Justyna,,Bolek-Kochanowska,Uniwersytet_Śląski_w_Katowicach,Magdalena Justyna Bolek-Kochanowska,Magdalena_Justyna_Bolek-Kochanowska_2i7,0000-0002-4575-8152
40AE82596028A4D40DD338D2AFF508B803FDC65A,Klaudia,,,Boniecka,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Klaudia Boniecka,Klaudia_Boniecka_Fyi,0000-0002-6944-2742
A7BDA4C424FF48156830B1D5352F359B8D982EC0,Edyta,Ewa,,Bonk,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Edyta Ewa Bonk,Edyta_Ewa_Bonk_y1G,0000-0001-7663-5262
A59FA06E5775E328064703FA8029BFAD44D5C379,Dominik,Jakub,,Borawski,Uniwersytet_Jana_Kochanowskiego_w_Kielcach,Dominik Jakub Borawski,Dominik_Jakub_Borawski_JKA,0000-0002-1504-2145
C0312AA843D343583C3A8AB7CE65A61B3F2FA598,Judyta,,,Borchet,Uniwersytet_Gdański,Judyta Borchet,Judyta_Borchet_7kC,0000-0002-6212-9729
142B60495F736DF633EB13CD7CCEE1B3F72E215F,Maria,,,Borczykowska-Rzepka,Krakowska_Akademia_Andrzeja_Frycza_Modrzewskiego_w_Krakowie,Maria Borczykowska-Rzepka,Maria_Borczykowska-Rzepka_8RI,0000-0002-8915-0042
B4B599AFFA4C2EF726C350E845863B0E6D1E3F21,Danuta,Bogumiła,,Borecka-Biernat,Uniwersytet_Wrocławski,Danuta Bogumiła Borecka-Biernat,Danuta_Bogumiła_Borecka-Biernat_39I,0000-0003-1401-9821
3A3EC096ED98B4E07D157CDA8BF7E408F755A9D8,Aneta,Rita,,Borkowska,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Aneta Rita Borkowska,Aneta_Rita_Borkowska_OaS,0000-0003-3201-3693
149CA35A48F2F892BB8A5FC3A2FB88A7A3DB0B27,Zofia,,,Borska-Mądrzycka,Uniwersytet_Warszawski,Zofia Borska-Mądrzycka,Zofia_Borska-Mądrzycka_Orw,0000-0002-8082-790X
DA3E69A06CAB22F25A1B86DD44E7322B6AF409EC,Agata,,,Borzyszkowska,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Agata Borzyszkowska,Agata_Borzyszkowska_hlG,0000-0002-7947-975X
E2F0D77E6E306807ED69C18F23E9E45649F20EA6,Paweł,,,Boski,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Paweł Boski,Paweł_Boski_eBy,
01D15757A4B867500F9A756D70D365F0938C264A,Maciej,,,Bożek,Uniwersytet_Śląski_w_Katowicach,Maciej Bożek,Maciej_Bożek_45M,0000-0002-2701-7107
9B692C525B3C9F491E775F82F0E7CBD47EA3F562,Anna,Aleksandra,,Brandt-Salmeri,Uniwersytet_Śląski_w_Katowicach,Anna Aleksandra Brandt-Salmeri,Anna_Aleksandra_Brandt-Salmeri_LpM,0000-0002-9432-3016
243B1259F072FB9839A686927E087FE7C729609F,Anna,,,Braniecka,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Anna Braniecka,Anna_Braniecka_uPF,0000-0003-1862-3284
9ED2EE0624EF21FCD818C601D4B74282A49AD5D5,MAŁGORZATA,ANNA,,BRATOS-STĘPIEŃ,Uniwersytet_Szczeciński,MAŁGORZATA ANNA BRATOS-STĘPIEŃ,MAŁGORZATA_ANNA_BRATOS-STĘPIEŃ_kcE,
DA3263715BAEC4A3C1208BCEA24B0B51E77FD713,Michał,Henryk,,Brol,Uniwersytet_Śląski_w_Katowicach,Michał Henryk Brol,Michał_Henryk_Brol_kPc,0000-0002-5486-4571
BDA5004E91356FBE0A78548F3D2C05388FB7999C,Paweł,,,Bronowski,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Paweł Bronowski,Paweł_Bronowski_CdM,
22354FA7E084C2435E7A369F54FF93103DA6A740,Paweł,Jan,,Brudek,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Paweł Jan Brudek,Paweł_Jan_Brudek_416,0000-0003-0251-9415
829BCE44B3A2D025F770ED11932CF7F563B682CB,Hanna,Wanda,,Brycz,Uniwersytet_Gdański,Hanna Wanda Brycz,Hanna_Wanda_Brycz_Byz,0000-0001-7003-9793
CDEEFA8017F7AAC96C19A1E7F83521BC742AE1E8,Elwira,,,Brygoła,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Elwira Brygoła,Elwira_Brygoła_nlS,0000-0002-6326-7760
17641BF93B03C0507B3D2D8458DDB942E2956D8F,Anna,Marta,,Brytek-Matera,Uniwersytet_Wrocławski,Anna Marta Brytek-Matera,Anna_Marta_Brytek-Matera_odw,0000-0001-5178-371X
6C404BD96620FF35B5C66D6FF642FBB82B453E0A,Aneta,,,Brzezicka,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Aneta Brzezicka,Aneta_Brzezicka_N0e,0000-0003-1950-4180
C59CBE73C5F768F9524E770984E40074FE2CD7F6,Jacek,Marcin,,Buczny,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Jacek Marcin Buczny,Jacek_Marcin_Buczny_2DE,0000-0002-4932-196X
3ACF4AEE8519081D062C6A20B236E5557B9AE18B,Dorota,,,Buczyłowska,Uniwersytet_Jagielloński_w_Krakowie,Dorota Buczyłowska,Dorota_Buczyłowska_IAW,0000-0001-9061-9779
DD0536C65AB072EA2A57DD498E95FCCEB2B6DB01,DAGMARA,,,BUDNIK-PRZYBYLSKA,Uniwersytet_Gdański,DAGMARA BUDNIK-PRZYBYLSKA,DAGMARA_BUDNIK-PRZYBYLSKA_Pm0,0000-0002-5943-4773
5F0C1AACD330A2167D5A9465134FF26142CC66CD,Magdalena,Daria,,Budziszewska,Uniwersytet_Warszawski,Magdalena Daria Budziszewska,Magdalena_Daria_Budziszewska_7bL,0000-0002-1837-2086
55E1B913D3D3ED8557C74C9023ECD071D714C306,Marcin,,,Bukowski,Uniwersytet_Jagielloński_w_Krakowie,Marcin Bukowski,Marcin_Bukowski_DEs,
FE274141093D199E83AA110D961A0B57A151FD3B,Agnieszka,Ewa,,Burnos,Uniwersytet_Warszawski,Agnieszka Ewa Burnos,Agnieszka_Ewa_Burnos_aUj,
3061048E144079D6360C8FBC7434A325F29F0F24,Magdalena,,,Bury-Kamińska,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Magdalena Bury-Kamińska,Magdalena_Bury-Kamińska_MKt,0000-0003-4432-0383
0027057CCD9A90C8F9D69214245DCA080F07A730,Krystyna,,,Buszman,Uniwersytet_Śląski_w_Katowicach,Krystyna Buszman,Krystyna_Buszman_Pxp,
