id,name,second_name,pre_surname,surname,main_job,fullname
6C404BD96620FF35B5C66D6FF642FBB82B453E0A,Aneta,,,Brzezicka,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Aneta Brzezicka
9F262CD204C6AE1DE610EB66E615AB0616B5FA8C,Anna,Izabela,,Brzezińska,,Anna Izabela Brzezińska
9A8EE7578922666B33D92ACEE24A909462AF5796,Jerzy Marian,,,Brzeziński,,Jerzy Marian Brzeziński
2CC061ADAC68EE06B9EF03A53A0CD7A137A466E1,Monika,,,Buczek,Wyższa_Szkoła_Europejska_Ks._Józefa_Tischnera_w_Krakowie,Monika Buczek
C59CBE73C5F768F9524E770984E40074FE2CD7F6,Jacek,Marcin,,Buczny,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Jacek Marcin Buczny
3ACF4AEE8519081D062C6A20B236E5557B9AE18B,Dorota,,,Buczyłowska,Uniwersytet_Jagielloński_w_Krakowie,Dorota Buczyłowska
AFFA41EA20F4B17D33E7BFEB73963FD3E2E4E932,Jacek,,,Buczyński,Uczelnia_Nauk_Społecznych,Jacek Buczyński
DD0536C65AB072EA2A57DD498E95FCCEB2B6DB01,DAGMARA,,,BUDNIK-PRZYBYLSKA,Uniwersytet_Gdański,DAGMARA BUDNIK-PRZYBYLSKA
5F0C1AACD330A2167D5A9465134FF26142CC66CD,Magdalena,Daria,,Budziszewska,Uniwersytet_Warszawski,Magdalena Daria Budziszewska
37320E464D512701F24C1F5C9CEEFD4A6F73424F,Anna,,,Bukowska-Posadzy,,Anna Bukowska-Posadzy
55E1B913D3D3ED8557C74C9023ECD071D714C306,Marcin,,,Bukowski,Uniwersytet_Jagielloński_w_Krakowie,Marcin Bukowski
