id,name,second_name,pre_surname,surname,main_job,fullname
46C3324B47B2F1C79B11A649C188A1518EA55513,Rafał,,,Abramciów,Uniwersytet_Pedagogiczny_Komisji_Edukacji_Narodowej_w_Krakowie,Rafał Abramciów
A9CC93E939AA6EC64A40DC7166937FA181E958E9,Agnieszka,Marianna,,Abramiuk,,Agnieszka Marianna Abramiuk
47FAF8BB8E12379A2AF1265537D6FF4B13B4621C,Cengiz,,,Acartürk,Uniwersytet_Jagielloński_w_Krakowie,Cengiz Acartürk
4BAD065A21F92A2E6F7B0CC74844E1D683F19B24,Dorota,,,Ackermann-Szulgit,Wyższa_Szkoła_Bankowa_w_Toruniu,Dorota Ackermann-Szulgit
940053C62CBDC1827CF1DBC2C2E5C50CFD40BBB6,Katarzyna,,,Adamczyk,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Katarzyna Adamczyk
B0524280539A9C162C9C8FE5369C533867D7300D,Dominik,Kamil,,Adamek,Uniwersytet_Śląski_w_Katowicach,Dominik Kamil Adamek
8B62859C0838608DA604EB995919B8CF99B33060,Krystyna,Elżbieta,,Adamska,Uniwersytet_Gdański,Krystyna Elżbieta Adamska
81E5C0BD785E39EF1D816FC066D81562641C1885,Adam,Grzegorz,,Adamski,Wyższa_Szkoła_Bezpieczeństwa_w_Poznaniu,Adam Grzegorz Adamski
63FA3CEF5042C359F19D2C320CAD6222AC3890C6,Anna,Katarzyna,,Akbaş,Akademia_Wychowania_Fizycznego_Jerzego_Kukuczki_w_Katowicach,Anna Katarzyna Akbaş
0D9F7920CF88EAF624D85387920710FC62CE6D93,Rafał,Waldemar,,Albiński,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Rafał Waldemar Albiński
9E2EA72416A352584E3CBC2337871E2ABD2093D7,Rafał,,,Aleksandrowicz,Akademia_Ignatianum_w_Krakowie,Rafał Aleksandrowicz
DE8250723322793A2DEBA2138D1A9EFF00F689B3,Maria,,,Aleksandrowicz,Akademia_Pomorska_w_Słupsku,Maria Aleksandrowicz
9B3DCBD3C173C8611C032155EECBEECA048A3F5D,Ewa,Agnieszka,,Ambroziak,,Ewa Agnieszka Ambroziak
7D8C3CF6A732B5FAEDB8CE82052B51CD0B5D371C,Adam,,,Anczyk,Akademia_Ignatianum_w_Krakowie,Adam Anczyk
A290DAF2FE6B6FF661D4630DF78792F09B29236D,Beata,,,Andrzejewska,Wyższa_Szkoła_Bankowa_w_Toruniu,Beata Andrzejewska
E4EC763DB4FF2FB97AF885AC1FC6F9B64A1E8EB0,Beatricze,Kinga,,Andrzejewska,,Beatricze Kinga Andrzejewska
67AFA7CB44F90F7EA2A7004E40FD19DE57BA6D05,Paulina,,,Anikiej - Wiczenbach,Uniwersytet_Gdański,Paulina Anikiej - Wiczenbach
F89B30B383A1F997CC3333422703FFB214E01ACC,Anna,,,Anzulewicz,Uniwersytet_Warszawski,Anna Anzulewicz
54A41DC4E7774426E49D3ABE4BE343535918ABC4,Karolina,Magdalena,,Appelt,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Karolina Magdalena Appelt
43A6715C2BBA22EF3B7C53FCDE8066A62D63D8EF,Katarzyna,,,Archanowicz-Kudelska,,Katarzyna Archanowicz-Kudelska
5E75130277C80DCE323DFAFE36A023A2475E8FDC,Aleksandra,Izabela,,Arciszewska-Leszczuk,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Aleksandra Izabela Arciszewska-Leszczuk
D462E0EC997BD4763A22C7D4EC732A2DF4D2CD0D,Małgorzata,,,Artymiak,Wyższa_Szkoła_Ekonomii_i_Innowacji_w_Lublinie,Małgorzata Artymiak
BE64B72F014D866E158D8D336642CB4AC3381F05,Dariusz,,,Asanowicz,Uniwersytet_Jagielloński_w_Krakowie,Dariusz Asanowicz
678960039107F3059532BAB540BB3F8D0C624E17,Karina,,,Atłas,Uniwersytet_Śląski_w_Katowicach,Karina Atłas
EB225007899E58F4A7CF38F2D3190D91C12BBBB2,Paweł,Andrzej,,Atroszko,Uniwersytet_Gdański,Paweł Andrzej Atroszko
45A37159EF05E5215CA86879F93F9FED0A1AAF0E,Paweł,,,Augustynowicz,,Paweł Augustynowicz
F99CF34307B2DA1303A952B6A7EE281ABFF08ACC,Katarzyna,,,Awruk,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Katarzyna Awruk
09FFD3A7A6B1D44F6B6EC2F13766D8955721A247,Elżbieta,Anita,,Bajcar,Uniwersytet_Jagielloński_w_Krakowie,Elżbieta Anita Bajcar
8DCED1A4C57777D29D82E5171014FD1BA7F5F527,Ewa,,,Bajer,Górnośląska_Wyższa_Szkoła_Handlowa_Wojciecha_Korfantego_w_Katowicach,Ewa Bajer
983B35DFEC7E712AFCDE772AF431E70764CF110A,Łukasz,,,Baka,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Łukasz Baka
7A264F8D5DC4CF46EE2F4D933EE2ED109E80A667,Lucyna,,,Bakiera,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Lucyna Bakiera
8110BFCDD88264150FAC86CFAC12CA15EB17FFA6,Aleksandra,,,Bala,Uniwersytet_Warszawski,Aleksandra Bala
D0A2A8740936848BD4D362E044987A34C9D59341,Robert,,,Balas,,Robert Balas
693782C96A6536786A223196E9CDA453758CE288,Julia,,,Balcerowska,Uniwersytet_Gdański,Julia Balcerowska
ED01C8821E3B3504C89364A5D35E8011CDDF978A,Bibianna,Beata,,Bałaj,Uniwersytet_Mikołaja_Kopernika_w_Toruniu,Bibianna Beata Bałaj
3FF39E78CC6CB20F46286D9A8B5D0AC051BE7ECD,Marlena,,,Banasik,,Marlena Banasik
8D2B3CFC95887959908DBBD607646FDE7053BAFE,Natalia,Elżbieta,,Banasik-Jemielniak,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Natalia Elżbieta Banasik-Jemielniak
C177A07236D4BEA7D7AC3342A405AB72C10FC5CD,Paulina,,,Banaszkiewicz,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Paulina Banaszkiewicz
E112CE4293CCCE7AF40BC41BB8E9A018F513B23D,Róża,Alicja,,Banaśkiewicz-Bazińska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Róża Alicja Banaśkiewicz-Bazińska
A971748D32D84F3087318AC77004A1F77777EE78,Konrad,,,Banicki,Uniwersytet_Jagielloński_w_Krakowie,Konrad Banicki
919406ACDA59DA81C44E0A9F7E41BB5ACF5C4E1F,Anna,Aleksandra,,Banik,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Anna Aleksandra Banik
39E7309F9C4C7539A6266EB2337FD6447461BA49,Anna,Magdalena,,Bańbura-Nowak,Uniwersytet_Jagielloński_w_Krakowie,Anna Magdalena Bańbura-Nowak
0FBF61775D6C815B61A7DD5B215844B4A1F6C729,Lidia,Natalia,,Baran,Uniwersytet_Śląski_w_Katowicach,Lidia Natalia Baran
B94E816358B12190BA934B15248AD2D533C68E95,Tomasz,Jerzy,,Baran,Uniwersytet_Warszawski,Tomasz Jerzy Baran
F86BACD096520A298C38A27D896E5B47648A2497,Paulina,Maria,,Baran,Wojskowy_Instytut_Medycyny_Lotniczej,Paulina Maria Baran
FDA803B68FCCAD8567A53F4BF530FEF030231A57,Maria,Romualda,,Baran,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Maria Romualda Baran
B3E07AD7BE4D1DAE07D489A3CB610FDF00583793,Katarzyna,,,Barani,Uniwersytet_Jagielloński_w_Krakowie,Katarzyna Barani
D0DA27683337AAC4F0CEE945C05F5778106925AC,Urszula,,,Barańczuk,Uniwersytet_Warszawski,Urszula Barańczuk
4328F4F9D6D8C8A84756AE9B62838DA9FFD4453F,Kamilla,,,Bargiel-Matusiewicz,Uniwersytet_Warszawski,Kamilla Bargiel-Matusiewicz
92CD6BE968BFC106F09715083DB917333E0FA2AF,Lea,,,Barillier,Instytut_Psychologii_Polskiej_Akademii_Nauk,Lea Barillier
AAA57381165EB3AC068512E960A6E432A2D7B0E8,Julia,Izabela,,Barlińska,Uniwersytet_Warszawski,Julia Izabela Barlińska
A9A7C871C29EBAD9CF4E761C3523838C4B4B34D4,Mateusz,Julian,,Barłóg,Wyższa_Szkoła_Europejska_Ks._Józefa_Tischnera_w_Krakowie,Mateusz Julian Barłóg
64FF1E62AE031EBBBE8359F389161033B3E0ED25,Rafał,Piotr,,Bartczuk,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Rafał Piotr Bartczuk
5B80A66DB950BFBCECACBFB60519C752D5FB8E74,Natalia,,,Bartosz,KGHM_CUPRUM_Centrum_Badawczo-Rozwojowe,Natalia Bartosz
787915F650CE640F40F9FBA615961A2D29FFAB11,Magdalena,Marta,,Bartoszak,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Magdalena Marta Bartoszak
B8C29D429B74F76958BE22CCDA352EB0536376C8,Dominika,,,Bartoszak,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Dominika Bartoszak
DF266ABBA9785AD84B6C5063393489213F26A63C,Jakub,,,Bartoszewski,Akademia_Nauk_Stosowanych_w_Koninie,Jakub Bartoszewski
D5430136BFC5BDC563EA80FED0966E1D2C32C2D9,Łukasz,,,Barwiński,,Łukasz Barwiński
0CADAB2A907EF3BF1B52FBA43EDC5367F992726C,Wiesław,Jerzy,,Baryła,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Wiesław Jerzy Baryła
D8E9C72E843CB07D32ABD30D36CDD5026800C32A,Monika,,,Baryła-Matejczuk,Wyższa_Szkoła_Ekonomii_i_Innowacji_w_Lublinie,Monika Baryła-Matejczuk
C6E0C582DA10C8613F854CBD65F2E36D3D6D75EA,Krystian,,,Barzykowski,Uniwersytet_Jagielloński_w_Krakowie,Krystian Barzykowski
EDB9FA534B54CDE69B187417BB3F575DC28A6129,Joanna,,,Basiaga-Pasternak,Akademia_Wychowania_Fizycznego_Bronisława_Czecha_w_Krakowie,Joanna Basiaga-Pasternak
2CB52F9D44283586B5394ABF1BC92922AB3A9C3E,Małgorzata,,,Basińska,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Małgorzata Basińska
C413DE5FED143E17AB0F628A02368E52F59C6A12,Beata,Aleksandra,,Basińska,Politechnika_Gdańska,Beata Aleksandra Basińska
FC5428D488EF5C576AAA2F942BF179E5F6AD295D,Tanaya,,,Batabyal,Uniwersytet_Warszawski,Tanaya Batabyal
A31B47EB23D8B560012287FDF4ED48AEF8960D35,Anna,Maria,,Batory-Ginda,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Anna Maria Batory-Ginda
706C8239D2B3EBAEA507727C8043F76D726081DF,Maria,,,Bazan,Krakowska_Akademia_Andrzeja_Frycza_Modrzewskiego_w_Krakowie,Maria Bazan
5B5EA217898CAB8A8322754D692C62CF2A1498CA,Przemysław,,,Bąbel,Uniwersytet_Jagielloński_w_Krakowie,Przemysław Bąbel
47058B142C1623367BD72AE38BF3EC37FA088B23,Olga,,,Bąk,Uniwersytet_Wrocławski,Olga Bąk
6E43EF2A8CD62D285EC8877310CC3BEAACF98629,Wacław,Jan,,Bąk,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Wacław Jan Bąk
60C158E6C2E526667B7A28CADC25F0C6DDA6C04E,Daria,,,Becker-Pestka,Wyższa_Szkoła_Bankowa__z_siedzibą_w_Gdańsku,Daria Becker-Pestka
75EE725049440C8607834B781093F40EAA8E8319,Dorota,Balbina,,Bednarek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Dorota Balbina Bednarek
F66A5E82ECFB31954D4357CE9DDBBC25AC69DF1D,Hanna,Krystyna,,Bednarek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Hanna Krystyna Bednarek
95239F666D05A5EC9033C13F7BB6208C8AD97A36,Sylwia,,,Bedyńska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Sylwia Bedyńska
BD76A6F2F7BFA18077B9CB3360BF9F431D6AF4C7,Maciej,,,Behnke,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Maciej Behnke
B44294524DDE32982087A7B664C0C9376BBFFF2F,Maria,,,Beisert,Uniwersytet_Adama_Mickiewicza_w_Poznaniu,Maria Beisert
300C8714635E32DF6D8662C5CCC1E39FE954662C,Ewa,,,Beldzik,,Ewa Beldzik
CEF046151C77D739632B8917EB8B95F7F846DEB7,Olena,,,Belyavska,Uniwersytet_Warszawski,Olena Belyavska
82FA65B4130FF9A7EF1DA5F551263BDEE29D4236,Magdalena,,,Bendryn,Wyższa_Szkoła_Bezpieczeństwa_w_Poznaniu,Magdalena Bendryn
3BD5831A6A7E147FF737878CA92CBE486924D73B,Ewa,,,Bensz-Smagała,Górnośląska_Wyższa_Szkoła_Handlowa_Wojciecha_Korfantego_w_Katowicach,Ewa Bensz-Smagała
64F37B7E6E770D15C870D34B96000817F9FC2002,Anna,,,Beres,Uniwersytet_Jagielloński_w_Krakowie,Anna Beres
84AC75364BC1059952EB5F3437A1D6E540427FA8,Ryszarda,Ewa,,Bernacka,Uniwersytet_Jana_Kochanowskiego_w_Kielcach,Ryszarda Ewa Bernacka
E84ED1183ADA550B85B090B7D311604D2991460C,Tomasz,,,Besta,Uniwersytet_Gdański,Tomasz Besta
657F05AABBA61E40A3E08781DC2D398AB0F364F1,Barbara,Jolanta,,Bętkowska-Korpała,Uniwersytet_Jagielloński_w_Krakowie,Barbara Jolanta Bętkowska-Korpała
5BBE2481F77E8E4FDE00E2D01963FAA44FB67974,Wojciech,Zygmunt,,Białaszek,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Wojciech Zygmunt Białaszek
F89B197CE4BB664E3308A8C9DD9F6FF30446289F,Marta,,,Białecka,Uniwersytet_Mikołaja_Kopernika_w_Toruniu,Marta Białecka
D466490EC0EA2105CB6AE17E3F4A6F5CD86A5ACA,Michał,Przemysław,,Białek,Uniwersytet_Wrocławski,Michał Przemysław Białek
DFABD70C707240F3697E4404D48DEAC655E8AFC0,Arkadiusz,Piotr,,Białek,Uniwersytet_Jagielloński_w_Krakowie,Arkadiusz Piotr Białek
53E9089C54A6246C0B8BEAC14476D8E3EA12737E,Olga,Aleksandra,,Białobrzeska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Olga Aleksandra Białobrzeska
EBDCFAFF55FE420D7FFA62D3516E3388DB56DF94,Anita,,,Białuńska,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Anita Białuńska
505E256AE9F5C21DF67B5CC0AF1F5F02FF3A78F1,Mariola,Elżbieta,,Bidzan,Uniwersytet_Gdański,Mariola Elżbieta Bidzan
C4A7D96C5CBD10E1116061D5480CEC3DE3D4E08F,Ilona,,,Bidzan -Bluma,,Ilona Bidzan -Bluma
052EAC325847AAB2B42B4EA834232DA0D0E44379,Katarzyna,,,Biegańska,Uniwersytet_Łódzki,Katarzyna Biegańska
C934DE650278DF97AE2B0D7F1E25871496FCA8D0,Jacek,,,Bielas,Akademia_Ignatianum_w_Krakowie,Jacek Bielas
CF19093FE2A62DC2808E310DA97B7DF8E4838E39,Eleonora,Maria,,Bielawska-Batorowicz,Uniwersytet_Łódzki,Eleonora Maria Bielawska-Batorowicz
B82DE0745BCB3DA5C67B2C1F8A373903BD62E910,Maksymilian,Adam,,Bielecki,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Maksymilian Adam Bielecki
F2D02B84813FD3A987EDCC98B6512FA82E6BBD02,Jan,,,Bielecki,,Jan Bielecki
16D6763AA9597C38B75F2165ADA68B5B0ECECBCC,Łucja,,,Bieleninik,Uniwersytet_Gdański,Łucja Bieleninik
2F3A9454F50B9B29FF9D66F88247AF091500939B,Agnieszka,,,Bieńkowska,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Agnieszka Bieńkowska
DE1F491F2CB8078D629E43B6AC515E399320BF53,Marcin,,,Biernacki,Wojskowy_Instytut_Medycyny_Lotniczej,Marcin Biernacki
1D88EADBBF383C19A101B2E472A3C60D56347DE6,Mikołaj,,,Biesaga,,Mikołaj Biesaga
B332093A80172A1AA7AFBCD3FAFEA979DDD39E48,Michał,Kamil,,Bilewicz,Uniwersytet_Warszawski,Michał Kamil Bilewicz
4A126B185DEFBE5992F95200178E82D6E5C4A428,Anna,Dorota,,Bilon-Piórko,Dolnośląska_Szkoła_Wyższa_z_siedzibą_we_Wrocławiu,Anna Dorota Bilon-Piórko
7CCE94B17F8535D0C9344B1ACF4B8E6E00C745AB,Marek,Henryk,,Binder,Uniwersytet_Jagielloński_w_Krakowie,Marek Henryk Binder
3E08239D5476770C7BD39B7752D7A120A0D6772B,Katarzyna,Weronika,,Binder-Olibrowska,,Katarzyna Weronika Binder-Olibrowska
BD7C0EFA0C6C6D70A9ED9A184A081903629B31D6,Agata,,,Blaut,Uniwersytet_Jagielloński_w_Krakowie,Agata Blaut
BC75EFA36B2B18D70D021C722EBA190DB9D78044,JAN,,,BLECHARZ,Akademia_Wychowania_Fizycznego_Bronisława_Czecha_w_Krakowie,JAN BLECHARZ
21C56361D4D98B97EAA921DD843C75D275CF5CBF,Mateusz,,,Blukacz,Uniwersytet_Śląski_w_Katowicach,Mateusz Blukacz
467AAFA4D8298E1A46F1C86092EE03FF0C4E96D4,Agata,Patrycja,,Błachnio,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Agata Patrycja Błachnio
BF39D3C773612FE3C1692272378620B0D8A02239,Aleksandra,,,Błachnio,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Aleksandra Błachnio
B97F68717E91EB6582439FBD61A37E8C50677D61,Anna,,,Błaszczak,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Anna Błaszczak
C9469D57C5FC8C50DDE92ACED4212E67B0A0307F,Wojciech,,,Błaszczak,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Wojciech Błaszczak
44A2584FE06341DAE12A210BB665D70477FE77B7,Wojciech,,,BŁAŻEK,Akademia_Marynarki_Wojennej_Bohaterów_Westerplatte,Wojciech BŁAŻEK
F18737C9796ACFCFABE98461CA4AE7388776CCD9,Małgorzata,,,Błądek-Kolatorska,Wyższa_Szkoła_Menedżerska_w_Warszawie,Małgorzata Błądek-Kolatorska
2897A921F9422CA0D253D95F6F12A041940204D8,Bogusława,Agnieszka,,Błoch,Uniwersytet_Wrocławski,Bogusława Agnieszka Błoch
A2C8CAF3548977F8354682FED0320CCA929E1141,Katarzyna,Anna,,Błońska,Uniwersytet_Opolski,Katarzyna Anna Błońska
47D9DA64DCE86B2310C3700896946148A25A86D4,ADRIANNA,WERONIKA,,BOBER,Uniwersytet_Szczeciński,ADRIANNA WERONIKA BOBER
6B5D5186E222590E5302849F8DB742AD52E02572,Bogusława,,,Bober-Płonka,Uniwersytet_Jagielloński_w_Krakowie,Bogusława Bober-Płonka
A3CF28068CF0EB8B73D3E24D87FEFA6B7CFDD4E2,Monika,Joanna,,Boberska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Monika Joanna Boberska
8FBB3062A070908E5A172E90D0254A4F88FCC0E4,Lucyna,Hanna,,Bobkowicz-Lewartowska,Wyższa_Szkoła_Bezpieczeństwa_w_Poznaniu,Lucyna Hanna Bobkowicz-Lewartowska
3F92AEAB33FF6BB3319BAC149D7A511E9984CDE5,Anna,,,Bochyńska,,Anna Bochyńska
24CCEFD05C71332E08D6F61CF3E57DE4E0414848,Konrad,Maksymilian,,Bocian,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Konrad Maksymilian Bocian
9FF656F7251CFA4F3CC97F828FE44B1BDA8D8FC2,Beata,,,Boćwińska-Kiluk,Uniwersytet_w_Białymstoku,Beata Boćwińska-Kiluk
B5C0ACF23E0018EDA33D71DB965059A9C3E9C9AA,Marta,,,Bodecka-Zych,,Marta Bodecka-Zych
B4D0EA8266A8E9E82AE0F9EE09F4466FF0867457,Jarosław,,,Bogaczewicz,Akademia_Ekonomiczno-Humanistyczna_w_Warszawie,Jarosław Bogaczewicz
7F129D528E21AC7B98DB59861CE2584FA866222A,Agnieszka,Maria,,Bojanowska,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Agnieszka Maria Bojanowska
DE6B825C7D15707782AA64E7A158D5FCF6BBA37D,Ewa,,,Bojarska,Akademia_Wychowania_Fizycznego_Eugeniusza_Piaseckiego_w_Poznaniu,Ewa Bojarska
9B347A640621D4B43968CA466B88EBAADACF8BEA,Anna,Teresa,,Bokszczanin,Uniwersytet_Opolski,Anna Teresa Bokszczanin
5F64E5826EA24C0C8BE3B0730FC3580765D8243D,Barbara,Janina,,Bokus,Uniwersytet_Warszawski,Barbara Janina Bokus
6C1A4E98DB00550BE7964224AE7093828906D06F,Łukasz,,,Bola,Instytut_Psychologii_Polskiej_Akademii_Nauk,Łukasz Bola
DB5F4DA25399842F44A029F9DE8082D07371FE67,Magdalena,Justyna,,Bolek-Kochanowska,Uniwersytet_Śląski_w_Katowicach,Magdalena Justyna Bolek-Kochanowska
40AE82596028A4D40DD338D2AFF508B803FDC65A,Klaudia,,,Boniecka,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Klaudia Boniecka
A7BDA4C424FF48156830B1D5352F359B8D982EC0,Edyta,Ewa,,Bonk,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Edyta Ewa Bonk
A59FA06E5775E328064703FA8029BFAD44D5C379,Dominik,Jakub,,Borawski,Uniwersytet_Jana_Kochanowskiego_w_Kielcach,Dominik Jakub Borawski
C0312AA843D343583C3A8AB7CE65A61B3F2FA598,Judyta,,,Borchet,Uniwersytet_Gdański,Judyta Borchet
142B60495F736DF633EB13CD7CCEE1B3F72E215F,Maria,,,Borczykowska-Rzepka,Krakowska_Akademia_Andrzeja_Frycza_Modrzewskiego_w_Krakowie,Maria Borczykowska-Rzepka
B4B599AFFA4C2EF726C350E845863B0E6D1E3F21,Danuta,Bogumiła,,Borecka-Biernat,Uniwersytet_Wrocławski,Danuta Bogumiła Borecka-Biernat
79ACD8FF05CAAC45ADFD144E7F1954496C718CE4,Dorota,,,Borek-Chudek,Akademia_Nauk_Stosowanych_Wincentego_Pola_w_Lublinie,Dorota Borek-Chudek
3A3EC096ED98B4E07D157CDA8BF7E408F755A9D8,Aneta,Rita,,Borkowska,Uniwersytet_Marii_Curie-Skłodowskiej_w_Lublinie,Aneta Rita Borkowska
B1BA9F8EBCD0431ECB28B7099D77582692BF0628,Aleksandra,,,Borkowska,,Aleksandra Borkowska
8786EC5E4D722A1CA8D9468D9FFC92F9DEE63B6D,Anna,Maria,,Boros,,Anna Maria Boros
F2CDF48525F198CABF71C5DFC965023765488217,Monika,Maria,,Borowska,Uniwersytet_Papieski_Jana_Pawła_II_w_Krakowie,Monika Maria Borowska
149CA35A48F2F892BB8A5FC3A2FB88A7A3DB0B27,Zofia,,,Borska-Mądrzycka,Uniwersytet_Warszawski,Zofia Borska-Mądrzycka
D9783845645233DF3B80AC06807C9336D2F116E3,Edyta,,,Borys,Uniwersytet_Warmińsko-Mazurski_w_Olsztynie,Edyta Borys
DA3E69A06CAB22F25A1B86DD44E7322B6AF409EC,Agata,,,Borzyszkowska,Uniwersytet_Kazimierza_Wielkiego_w_Bydgoszczy,Agata Borzyszkowska
E2F0D77E6E306807ED69C18F23E9E45649F20EA6,Paweł,,,Boski,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Paweł Boski
01D15757A4B867500F9A756D70D365F0938C264A,Maciej,,,Bożek,Uniwersytet_Śląski_w_Katowicach,Maciej Bożek
9B692C525B3C9F491E775F82F0E7CBD47EA3F562,Anna,Aleksandra,,Brandt-Salmeri,Uniwersytet_Śląski_w_Katowicach,Anna Aleksandra Brandt-Salmeri
243B1259F072FB9839A686927E087FE7C729609F,Anna,,,Braniecka,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Anna Braniecka
9ED2EE0624EF21FCD818C601D4B74282A49AD5D5,MAŁGORZATA,ANNA,,BRATOS-STĘPIEŃ,Uniwersytet_Szczeciński,MAŁGORZATA ANNA BRATOS-STĘPIEŃ
721374738AC4EF7B4103855239F6D0F70B1FD33B,Szymon,,,Bręński,,Szymon Bręński
2297BA1790DBFAAC9150FB032982E472978E98F8,Krzysztof,,,Brocławik,Wyższa_Szkoła_Biznesu_-_National_Louis_University_z_siedzibą_w_Nowym_Sączu,Krzysztof Brocławik
DA3263715BAEC4A3C1208BCEA24B0B51E77FD713,Michał,Henryk,,Brol,Uniwersytet_Śląski_w_Katowicach,Michał Henryk Brol
BDA5004E91356FBE0A78548F3D2C05388FB7999C,Paweł,,,Bronowski,Akademia_Pedagogiki_Specjalnej_Marii_Grzegorzewskiej_w_Warszawie,Paweł Bronowski
22354FA7E084C2435E7A369F54FF93103DA6A740,Paweł,Jan,,Brudek,Katolicki_Uniwersytet_Lubelski_Jana_Pawła_II_w_Lublinie,Paweł Jan Brudek
829BCE44B3A2D025F770ED11932CF7F563B682CB,Hanna,Wanda,,Brycz,Uniwersytet_Gdański,Hanna Wanda Brycz
CDEEFA8017F7AAC96C19A1E7F83521BC742AE1E8,Elwira,,,Brygoła,SWPS_Uniwersytet_Humanistycznospołeczny_z_siedzibą_w_Warszawie,Elwira Brygoła
17641BF93B03C0507B3D2D8458DDB942E2956D8F,Anna,Marta,,Brytek-Matera,Uniwersytet_Wrocławski,Anna Marta Brytek-Matera
